#	
# Dickensian Names	
#	
127	Fliz
128	Flunk
129	Frenk
130	Frink
131	Fronk
132	Frump
133	Frunk
134	Frynk
135	Fudd
136	Funk
137	Fur
138	Glitch
139	Gorn
140	Goyle
141	Green
142	Grop
143	Gros
144	Gum
145	Gurn
146	Hand
147	Hang
148	Head
149	Hink
150	Hunk
151	Iggle
152	Illes
153	Indle
154	Inkle
155	Irmp
156	Jaggle
157	Jaggo
158	Jorg
159	Jorm
160	Jorp
161	Jurl
162	Jurt
163	Kil
164	Knav
165	Knud
166	Kramp
167	Kredd
168	Krimp
169	Krud
170	Kruddle
171	Krump
172	Lack
173	Land
174	Lang
175	Langle
176	Lark
177	Legg
178	Lint
179	Lurk
180	Mal
181	Mar
182	March
183	Master
184	Meat
185	Mick
186	Miles
187	Milgrim
188	Milque
189	Mopp
190	Mump
191	Myles
192	Nash
193	Need
194	Niddle
195	Nodal
196	Noodle
197	Nurdle
198	Oggle
199	Ogrim
200	Opel
201	Ougle
202	Pain
203	Pank
204	Peer
205	Pigg
206	Pile
207	Pilk
208	Pitch
209	Pith
210	Plumm
211	Popp
212	Pos
213	Posh
214	Puddle
215	Quash
216	Quid
217	Quil
218	Quin
219	Rack
220	Rank
221	Rat
222	Ratch
223	Raw
224	Read
225	Rid
226	Ros
227	Rum
228	Rump
229	Run
230	Scam
231	Scamp
232	Scar
233	Scarf
234	Scarm
235	Scrimp
236	Scriv
237	Sharp
238	Shil
239	Skelch
240	Skin
241	Slopp
242	Slough
243	Slym
244	Snarf
245	Snark
246	Sniv
247	Span
248	Spang
249	Spatch
250	Spit
251	Spiv
252	Squal
253	Squeal
254	Squil
255	Stalk
256	Striv
257	Swamp
258	Swap
259	Swarmle
260	Swigg
261	Swin
262	Tar
263	Thin
264	Tibb
265	Toad
266	Todd
267	Torch
268	Tramp
269	Tripp
270	Trol
271	Trout
272	Tubb
273	Tudd
274	Tugg
275	Twitch
276	Vile
277	Vogel
278	Wankle
279	Winkle
280	Wreck
281	Wren
282	Wretch
283	Wunkel
284	Yermel
285	Younce
	
	
:Last Name Suffix	
1	able
2	age
3	badge
4	batch
5	borough
6	bourne
7	by
8	cock
9	comb
10	dredge
11	drudge
12	el
13	elay
14	elby
15	elet
16	elsby
17	enay
18	enson
19	enthorpe
20	eny
21	er
22	erage
23	erby
24	eridge
25	erly
26	erny
27	ers
28	ers
29	ersby
30	ersly
31	ery
32	ery
33	et
34	ets
35	ett
36	ette
37	etts
38	field
39	ford
40	ful
41	full
42	fuss
43	game
44	ham
45	ick
46	ickle
47	icklesworth
48	idge
49	ier
50	ikin
51	illy
52	ily
53	imer
54	in
55	iness
56	ing
57	ingame
58	ingborne
59	ingfield
60	ingford
61	ingham
62	ingly
63	ingly
64	ings
65	ingson
66	ingstone
67	ington
68	ingwhite
69	inner
70	ins
71	is
72	ish
73	iss
74	it
75	itage
76	itch
77	itt
78	itty
79	ity
80	junk
81	kin
82	kins
83	land
84	le
85	lefield
86	leigh
87	ler
88	les
89	less
90	let
91	let
92	lethorpe
93	lethwaite
94	lette
95	lety
96	ley
97	lier
98	lind
99	ling
100	lington
101	lock
102	lop
103	lunk
104	ly
105	man
106	mer
107	mere
108	nar
109	nard
110	nay
111	nell
112	ner
113	ners
114	nery
115	ness
116	net
117	net
118	nock
119	ny
120	ock
121	ocks
122	on
123	podge
124	podge
125	poke
126	pole
127	ress
128	ret
129	rich
130	ridge
131	rot
132	row
133	ry
134	s
135	sbridge
136	sby
137	sible
138	sly
139	smidge
140	smith
141	smut
142	smythe
143	son
144	stable
145	ster
146	ston
147	stone
148	sty
149	sy
150	thorpe
151	thwaite
152	ton
153	tone
154	ty
155	um
156	us
157	waite
158	white
159	wick
160	witch
161	with
162	wright
163	y
164	ybert
165	ybone
166	yham
167	ykins
168	ymede
169	ymere
